PROVID,PROVNAME,PROVIDERFIRSTNAME,PROVIDERLASTNAME,PROVNPI,PROVZIPCODE,PROVTYPECODE,PROVTYPEDESC,SPECCODE,SPECDESC,SPECROLLUPCODE,SPECROLLUPDESC,IMPLIEDSPECCODE,IMPLIEDSPECDESC,RC,MEMCOUNT,PAIDAMT
330556532,Provider - 330556532,,,1972569192,20190,P,,04,Otolaryngology,,,IS0016,ENT,2,1,99.5
330444749,Provider - 330444749,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0005,Blood Bank,7,1,99.44
330247431,Provider - 330247431,,,,45263,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,99.25
1013164300,MCLAREN REGIONAL MEDICAL CENTER,,,,17403,P,,30,Diagnostic radiology,,,IS0042,Radiology,6,1,99.1
330438188,Provider - 330438188,,,,,P,,IS0009,Chiropractic,,,IS0007,Cardiothoracic Surgery,8,1,99
330311614,Provider - 330311614,,,,33176,P,,44,Infectious disease,,,IS0023,Hospital,1,1,99
330211131,Provider - 330211131,,,,67214,P,,44,Infectious disease,,,IS0037,Outpatient Care,1,1,99
330294408,"PLOVER, MALLORY MD",,,~NULL,,~NULL,,37,Pediatric medicine,,,IS0017,Eye Care,2,2,99
330318658,Provider - 330318658,,,,08755,P,,49,Ambulatory surgical center,,,IS0023,Hospital,6,1,98.98
330039174,Provider - 330039174,,,,33173,P,,20,Orthopedic surgery,,,IS0037,Outpatient Care,3,1,98.96
330041340,Provider - 330041340,,,,02284,P,,08,Family practice,,,IS0026,Laboratory,26,1,98.87
330544839,"LEON, AUDREY MD",,,,43271,F,,01,General Practice,,,IS0012,Non-PBM Drug,1,1,98.6
330559134,"KELLEY, DOUGLAS MD",,,~NULL,,~NULL,,88,Unknown supplier/provider specialty,,,IS0014,Emergency Room,1,1,98.5
330427080,Provider - 330427080,,,,43608,F,,59,Ambulance service supplier,,,IS0002,Ambulance,2,1,98.37
330379419,Provider - 330379419,,,,33186,F,,88,Unknown supplier/provider specialty,,,IS0042,Radiology,2,1,98.26
330544839,"LEON, AUDREY MD",,,,44310,F,,AC29,Home Health Care,,,IS0043,Rehabilitation Therapies,1,1,98.17
330307420,Provider - 330307420,,,,11530,P,,71,71,,,IS0037,Outpatient Care,1,1,98.13
330367302,Provider - 330367302,,,,44304,P,,29,Pulmonary disease,,,IS0023,Hospital,2,1,98.04
330544226,Provider - 330544226,,,,33655,F,,72,Diagnostic laboratory,,,IS0038,Pathology,2,2,97.8
330418674,Provider - 330418674,,,,44304,P,,11,Internal medicine,,,IS0006,Cardiology,2,1,97.78
330544616,Provider - 330544616,,,,33134,P,,30,Diagnostic radiology,,,IS0006,Cardiology,1,1,97.64
330351769,Provider - 330351769,,,,16137,P,,01,General Practice,,,IS0023,Hospital,7,1,97.49
330084546,Provider - 330084546,,,,23235,P,,20,Orthopedic surgery,,,IS0042,Radiology,2,1,97.36
330490642,Provider - 330490642,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0026,Laboratory,1,1,97.2
330544843,"AKHAVAN, SUZANNE MD",,,,44193,F,,01,General Practice,,,IS0035,Other Supplies,1,1,97.17
330559134,"KELLEY, DOUGLAS MD",,,,33156,P,,IS0011,Dermatology,,,IS0011,Dermatology,1,1,97.09
330421368,Provider - 330421368,,,,44104,P,,11,Internal medicine,,,IS0044,Skilled Nursing Facility,12,1,96.78
330341455,"WESTON, CAITLIN MD",,,,15251,P,,49,Ambulatory surgical center,,,IS0030,Neurosurgery,2,1,96.55
330544767,Provider - 330544767,,,,37244,F,,IS0023,Hospital,,,IS0035,Other Supplies,3,1,96.51
330185907,Provider - 330185907,,,,75505,P,,IS0038,Pathology,,,IS0026,Laboratory,41,1,96
330284635,Provider - 330284635,,,,07719,P,,49,Ambulatory surgical center,,,IS0027,Mental Health,2,1,96
330544626,Provider - 330544626,,,,33116,P,,29,Pulmonary disease,,,IS0042,Radiology,3,1,95.93
330199695,Provider - 330199695,,,,33021,P,,IS0011,Dermatology,,,IS0037,Outpatient Care,6,1,95.7
330345656,Provider - 330345656,,,,16201,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,2,1,95.53
330179504,Provider - 330179504,,,,44004,P,,IS0040,Podiatry,,,IS0045,Surgery,6,1,95.51
330183505,Provider - 330183505,,,,04938,P,,08,Family practice,,,IS0037,Outpatient Care,3,1,95.45
330379054,"GOVERNALE, ANNIE MD",,,,33033,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,95.45
330054222,Provider - 330054222,,,,04938,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,95.45
330295637,Provider - 330295637,,,~NULL,,~NULL,,08,Family practice,,,IS0026,Laboratory,4,3,95.4
330264220,Provider - 330264220,,,,02114,F,,01,General Practice,,,IS0006,Cardiology,1,1,95.35
1003052200,BETH ISRAEL MEDICAL CENTER,,,~NULL,,~NULL,,08,Family practice,,,IS0023,Hospital,1,1,95.35
330350558,Provider - 330350558,,,,16507,P,,49,Ambulatory surgical center,,,IS0023,Hospital,16,1,95.27
330551280,Provider - 330551280,,,1992726236,25414,P,,08,Family practice,,,IS0037,Outpatient Care,1,1,95.24
330229425,Provider - 330229425,,,,45263,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,95.2
330356453,Provider - 330356453,,,,43271,F,,26,Psychiatry,,,IS0043,Rehabilitation Therapies,1,1,95.1
330196708,Provider - 330196708,,,,77057,P,,08,Family practice,,,IS0027,Mental Health,1,1,95.02
330272158,Provider - 330272158,,,,00000,~NULL,,62,Psychologist,,,IS0027,Mental Health,1,1,95
330046337,Provider - 330046337,,,,67206,P,,41,Optometry,,,IS0017,Eye Care,2,1,95
330559134,"KELLEY, DOUGLAS MD",,,,16201,P,,02,General surgery,,,IS0045,Surgery,1,1,95
330507949,Provider - 330507949,,,,00000,~NULL,,26,Psychiatry,,,IS0027,Mental Health,1,1,95
330226954,Provider - 330226954,,,,41017,P,,50,Nurse practitioner,,,IS0023,Hospital,1,1,94.87
330558206,Provider - 330558206,,,1609886712,20170,F,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,94.75
330415549,Provider - 330415549,,,,44333,P,,17,"Ophthalmology, Otology, Laryngology, Rhinology (Osteopaths only)",,,IS0016,ENT,1,1,94.69
330544257,Provider - 330544257,,,,15251,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,5,1,94.49
330386943,Provider - 330386943,,,,452630418,P,,11,Internal medicine,,,IS0006,Cardiology,3,1,94.26
330211266,Provider - 330211266,,,,33345,P,,05,Anesthesiology,,,IS0034,Orthopedics,1,1,94.17
330251418,Provider - 330251418,,,,67218,P,,02,General surgery,,,IS0011,Dermatology,1,1,94.09
330078662,Provider - 330078662,,,,06405,P,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,1,1,94.02
330544882,"RADU, JEFFREY MD",,,,,P,,37,Pediatric medicine,,,IS0024,Immunizations,2,1,94
330492568,Provider - 330492568,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0026,Laboratory,1,1,93.6
330357484,Provider - 330357484,,,~NULL,,~NULL,,IS0040,Podiatry,,,IS0042,Radiology,2,1,93.6
330415516,Provider - 330415516,,,,44070,P,,IS0038,Pathology,,,IS0038,Pathology,2,1,93.56
330547519,"ELIAH, SERGIO MD",,,,04240,~NULL,,IS0023,Hospital,,,IS0031,Obstetrics/Gynecology,1,1,93.31
330547519,"ELIAH, SERGIO MD",,,,04240,~NULL,,IS0023,Hospital,,,IS0038,Pathology,1,1,93.31
330418720,Provider - 330418720,,,,44101,P,,49,Ambulatory surgical center,,,IS0023,Hospital,5,1,93.28
330407895,Provider - 330407895,,,,44011,P,,IS0028,Nephrology,,,IS0023,Hospital,5,2,93.16
330238583,Provider - 330238583,,,,85214,P,,44,Infectious disease,,,IS0023,Hospital,1,1,92.76
330351415,Provider - 330351415,,,,15317,F,,IS0023,Hospital,,,IS0026,Laboratory,12,1,92.68
330370207,Provider - 330370207,,,,44308,P,,62,Psychologist,,,IS0008,Case Management,1,1,92.56
330306628,Provider - 330306628,,,,33143,P,,IS0019,Gastroenterology,,,IS0037,Outpatient Care,3,1,92.56
330027542,Provider - 330027542,,,,32856,P,,20,Orthopedic surgery,,,IS0023,Hospital,1,1,92.54
330493284,Provider - 330493284,,,,44077,P,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0013,Durable Medical Equipment,4,1,92.42
330045550,Provider - 330045550,,,,77469,P,,IS0019,Gastroenterology,,,IS0023,Hospital,1,1,92.41
330229992,Provider - 330229992,,,,77072,P,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,92.4
330386956,Provider - 330386956,,,,452630418,P,,IS0006,Cardiology,,,IS0037,Outpatient Care,1,1,92.4
330307397,Provider - 330307397,,,~NULL,,~NULL,,93,Emergency medicine,,,IS0023,Hospital,1,1,92.29
330544291,Provider - 330544291,,,,17033,F,,01,General Practice,,,IS0006,Cardiology,1,1,92.18
330278933,Provider - 330278933,,,,71730,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,9,1,92.16
330379928,Provider - 330379928,,,,33029,P,,IS0006,Cardiology,,,IS0006,Cardiology,2,1,92.03
330413770,Provider - 330413770,,,,43608,P,,49,Ambulatory surgical center,,,IS0002,Ambulance,10,1,91.94
330002818,Provider - 330002818,,,,02865,P,,41,Optometry,,,IS0017,Eye Care,4,1,91.85
330426001,Provider - 330426001,,,,43452,P,,93,Emergency medicine,,,IS0037,Outpatient Care,1,1,91.78
330559134,"KELLEY, DOUGLAS MD",,,,33145,P,,11,Internal medicine,,,IS0037,Outpatient Care,2,1,91.78
330341626,Provider - 330341626,,,,07002,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,6,1,91.74
330012210,Provider - 330012210,,,,80909,P,,20,Orthopedic surgery,,,IS0034,Orthopedics,1,1,91.64
330544652,"AVALLON, LAURA MD",,,,60611,P,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,91.43
330254816,Provider - 330254816,,,,45270,P,,IS0046,Urology,,,IS0037,Outpatient Care,1,1,91.34
330418522,Provider - 330418522,,,,44312,P,,11,Internal medicine,,,IS0044,Skilled Nursing Facility,8,1,91.2
330066191,Provider - 330066191,,,,02241,F,,IS0023,Hospital,,,IS0037,Outpatient Care,1,1,91.13
330024977,Provider - 330024977,,,,32886,F,,IS0023,Hospital,,,IS0042,Radiology,2,1,91
330047376,Provider - 330047376,,,,67201,P,,11,Internal medicine,,,IS0037,Outpatient Care,2,1,91
330323296,Provider - 330323296,,,,08721,P,,49,Ambulatory surgical center,,,IS0002,Ambulance,2,1,90.96
330342983,Provider - 330342983,,,,19446,P,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0013,Durable Medical Equipment,1,1,90.86
330544222,Provider - 330544222,,,,27216,P,,70,Multi-specialty Clinic or Group,,,IS0026,Laboratory,4,1,90.83
330544839,"LEON, AUDREY MD",,,,44310,F,,IS0023,Hospital,,,IS0006,Cardiology,3,1,90.74
330326264,Provider - 330326264,,,,08755,F,,IS0023,Hospital,,,IS0042,Radiology,39,2,90.72
330330567,Provider - 330330567,,,,07030,P,,02,General surgery,,,IS0023,Hospital,1,1,90.68
330295776,Provider - 330295776,,,,16121,P,,49,Ambulatory surgical center,,,IS0002,Ambulance,2,1,90.63
330423494,Provider - 330423494,,,,43608,P,,20,Orthopedic surgery,,,IS0023,Hospital,1,1,90.54
330387796,Provider - 330387796,,,,43212,P,,08,Family practice,,,IS0037,Outpatient Care,1,1,90.51
330541537,Provider - 330541537,,,~NULL,,~NULL,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,2,1,90.43
330509816,Provider - 330509816,,,~NULL,,~NULL,,IS0011,Dermatology,,,IS0038,Pathology,1,1,90
330492439,Provider - 330492439,,,,00000,~NULL,,26,Psychiatry,,,IS0027,Mental Health,3,1,90
330349144,Provider - 330349144,,,,16508,P,,29,Pulmonary disease,,,IS0037,Outpatient Care,1,1,90
330333018,Provider - 330333018,,,,17011,F,,IS0023,Hospital,,,IS0014,Emergency Room,1,1,89.76
330181872,Provider - 330181872,,,,04938,P,,93,Emergency medicine,,,IS0014,Emergency Room,2,1,89.68
330054321,Provider - 330054321,,,,04938,P,,93,Emergency medicine,,,IS0014,Emergency Room,2,1,89.68
330553179,"MCCORMACK, BRADLEY MD",,,1528011814,75265,F,,75,Other medical care,,,IS0037,Outpatient Care,1,1,89.67
330556959,Provider - 330556959,,,1457536823,75056,F,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,89.67
330558486,Provider - 330558486,,,1033118104,03820,F,,~INV,Value not defined,,,IS0012,Non-PBM Drug,4,1,89.65
330194659,Provider - 330194659,,,,60194,P,,01,General Practice,,,IS0037,Outpatient Care,2,1,89.42
330404665,Provider - 330404665,,,,44313,P,,30,Diagnostic radiology,,,IS0029,Neurology,1,1,89.23
330361348,Provider - 330361348,,,,44124,P,,49,Ambulatory surgical center,,,IS0023,Hospital,7,1,89.11
330489840,Provider - 330489840,,,,33021,F,,IS0011,Dermatology,,,IS0037,Outpatient Care,1,1,88.69
330415022,Provider - 330415022,,,,44101,P,,30,Diagnostic radiology,,,IS0047,Vascular Surgery,1,1,88.62
330096890,Provider - 330096890,,,,33243,P,,IS0046,Urology,,,IS0046,Urology,2,1,88.5
330544568,Provider - 330544568,,,,92262,F,,01,General Practice,,,IS0000,ALL OTHERS,8,1,88.46
330256955,Provider - 330256955,,,,77382,P,,IS0009,Chiropractic,,,IS0009,Chiropractic,3,1,88.45
330553560,"ENNIS, VIMAL MD",,,1356380018,19170,P,,37,Pediatric medicine,,,IS0037,Outpatient Care,2,1,88.06
330463683,Provider - 330463683,,,,672019514,P,,IS0006,Cardiology,,,IS0006,Cardiology,3,1,88.01
330332409,Provider - 330332409,,,,44266,P,,IS0006,Cardiology,,,IS0006,Cardiology,1,1,88
330489279,Provider - 330489279,,,~NULL,,~NULL,,IS0052,Ophthalmology,,,IS0037,Outpatient Care,1,1,88
330295734,Provider - 330295734,,,,44107,P,,IS0028,Nephrology,,,IS0023,Hospital,7,1,87.89
330522930,Provider - 330522930,,,,19101,P,,49,Ambulatory surgical center,,,IS0014,Emergency Room,7,2,87.82
330345942,Provider - 330345942,,,,15243,F,,IS0023,Hospital,,,IS0049,Professional Services,2,1,87.78
330544840,"STONE, PETER MD",,,,44308,P,,26,Psychiatry,,,IS0023,Hospital,1,1,87.75
330148788,Provider - 330148788,,,,37995,P,,IS0011,Dermatology,,,IS0038,Pathology,1,1,87.75
330389982,"ROYAL, EVAN MD",,,,44505,P,,88,Unknown supplier/provider specialty,,,IS0037,Outpatient Care,2,1,87.75
330059886,Provider - 330059886,,,,33133,P,,28,Colorectal surgery,,,IS0000,ALL OTHERS,1,1,87.38
330400823,Provider - 330400823,,,,44195,P,,21,"Pathologic anatomy, clinical pathology(osteopaths only)",,,IS0038,Pathology,1,1,87.29
330345656,Provider - 330345656,,,,16201,F,,IS0023,Hospital,,,IS0035,Other Supplies,2,1,87.29
330174447,Provider - 330174447,,,,29203,P,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,1,1,87.22
330155642,Provider - 330155642,,,,39180,P,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,87.18
330274645,Provider - 330274645,,,,11554,F,,37,Pediatric medicine,,,IS0023,Hospital,2,1,86.71
330211978,Provider - 330211978,,,,28303,P,,41,Optometry,,,IS0017,Eye Care,2,1,86.66
330381498,Provider - 330381498,,,,95008,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,5,1,86.62
330347700,Provider - 330347700,,,,16154,P,,01,General Practice,,,IS0023,Hospital,7,1,86.52
330296148,Provider - 330296148,,,,44266,P,,30,Diagnostic radiology,,,IS0042,Radiology,19,1,86.51
330306833,Provider - 330306833,,,,08087,P,,49,Ambulatory surgical center,,,IS0044,Skilled Nursing Facility,7,1,86.45
330331567,Provider - 330331567,,,,76092,F,,08,Family practice,,,IS0037,Outpatient Care,1,1,86.4
330389428,Provider - 330389428,,,,43210,P,,25,Physical medicine and rehabilitation,,,IS0000,ALL OTHERS,2,1,86.35
330532290,Provider - 330532290,,,,85704,P,,IS0052,Ophthalmology,,,IS0017,Eye Care,1,1,86.32
330511630,Provider - 330511630,,,~NULL,,~NULL,,37,Pediatric medicine,,,IS0023,Hospital,1,1,86.26
330007479,Provider - 330007479,,,,67201,P,,08,Family practice,,,IS0034,Orthopedics,1,1,86.18
330267306,Provider - 330267306,,,,08754,P,,49,Ambulatory surgical center,,,IS0023,Hospital,4,1,86.08
330323374,Provider - 330323374,,,,07405,P,,IS0011,Dermatology,,,IS0037,Outpatient Care,1,1,86.07
330381671,Provider - 330381671,,,,43452,P,,30,Diagnostic radiology,,,IS0042,Radiology,6,1,85.72
330408278,Provider - 330408278,,,,44094,P,,11,Internal medicine,,,IS0023,Hospital,6,1,85.6
330274645,Provider - 330274645,,,,11554,F,,37,Pediatric medicine,,,IS0037,Outpatient Care,1,1,85.55
330418711,Provider - 330418711,,,,44304,P,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,85.51
330007739,Provider - 330007739,,,,67214,P,,IS0006,Cardiology,,,IS0006,Cardiology,1,1,85.46
330393788,Provider - 330393788,,,,43235,P,,IS0040,Podiatry,,,IS0044,Skilled Nursing Facility,3,1,85.28
330360388,Provider - 330360388,,,,33157,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,85.13
330512731,Provider - 330512731,,,,19063,P,,49,Ambulatory surgical center,,,IS0042,Radiology,6,1,85.01
330544615,Provider - 330544615,,,,30384,P,,IS0038,Pathology,,,IS0026,Laboratory,118,2,85
330315185,Provider - 330315185,,,,33030,P,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,2,1,85
330323832,Provider - 330323832,,,,08755,P,,49,Ambulatory surgical center,,,IS0027,Mental Health,12,1,84.97
330223195,Provider - 330223195,,,,02571,P,,30,Diagnostic radiology,,,IS0047,Vascular Surgery,1,1,84.79
330404384,Provider - 330404384,,,,44320,P,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0035,Other Supplies,4,1,84.77
330555608,Provider - 330555608,,,1861690364,75234,F,,~INV,Value not defined,,,IS0019,Gastroenterology,1,1,84.69
330544838,"MUSACCHIO, ANTHONY MD",,,,43271,P,,08,Family practice,,,IS0037,Outpatient Care,13,1,84.66
330410265,Provider - 330410265,,,,44125,P,,11,Internal medicine,,,IS0023,Hospital,4,1,84.47
330411607,Provider - 330411607,,,,44135,P,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0013,Durable Medical Equipment,5,1,84.28
330354321,Provider - 330354321,,,,33324,P,,40,Hand surgery,,,IS0042,Radiology,4,1,84.24
330038994,Provider - 330038994,,,,33173,P,,11,Internal medicine,,,IS0037,Outpatient Care,2,1,84.09
330559134,"KELLEY, DOUGLAS MD",,,~NULL,,~NULL,,20,Orthopedic surgery,,,IS0037,Outpatient Care,1,1,84
330479228,Provider - 330479228,,,~NULL,,~NULL,,31,"Roentgenology, radiology",,,IS0038,Pathology,1,1,84
330544330,Provider - 330544330,,,,04105,F,,72,Diagnostic laboratory,,,IS0038,Pathology,2,1,83.96
330304537,Provider - 330304537,,,,15061,P,,41,Optometry,,,IS0037,Outpatient Care,2,1,83.7
330404647,Provider - 330404647,,,,44130,P,,30,Diagnostic radiology,,,IS0042,Radiology,1,1,83.7
330415022,Provider - 330415022,,,,44101,P,,30,Diagnostic radiology,,,IS0045,Surgery,2,1,83.56
330189261,"MARKER, KATIE MD",,,,33176,P,,08,Family practice,,,,,4,1,83.52
330533338,Provider - 330533338,,,,85755,P,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,83.38
330232381,Provider - 330232381,,,,37921,P,,42,Certified nurse midwife,,,IS0012,Non-PBM Drug,3,1,83.33
330248777,Provider - 330248777,,,,45262,F,,59,Ambulance service supplier,,,IS0002,Ambulance,4,1,83.33
330347949,Provider - 330347949,,,,16602,P,,49,Ambulatory surgical center,,,IS0023,Hospital,5,1,83.31
330222778,Provider - 330222778,,,,71201,P,,30,Diagnostic radiology,,,IS0042,Radiology,3,1,83
330351338,Provider - 330351338,,,,15251,P,,49,Ambulatory surgical center,,,IS0013,Durable Medical Equipment,1,1,82.96
330126156,Provider - 330126156,,,,04938,P,,11,Internal medicine,,,IS0006,Cardiology,1,1,82.82
330544838,"MUSACCHIO, ANTHONY MD",,,,44077,F,,IS0023,Hospital,,,IS0006,Cardiology,4,1,82.8
330544291,Provider - 330544291,,,,17033,F,,01,General Practice,,,IS0000,ALL OTHERS,1,1,82.8
330180299,Provider - 330180299,,,,85281,F,,AC29,Home Health Care,,,IS0021,Home Care,31,1,82.5
330260981,Provider - 330260981,,,,44266,P,,IS0006,Cardiology,,,IS0023,Hospital,1,1,82.43
330559134,"KELLEY, DOUGLAS MD",,,,92262,P,,IS0028,Nephrology,,,IS0023,Hospital,1,1,82.4
330399986,Provider - 330399986,,,,44203,P,,26,Psychiatry,,,IS0027,Mental Health,1,1,82.32
330389982,"ROYAL, EVAN MD",,,,45140,P,,88,Unknown supplier/provider specialty,,,IS0002,Ambulance,69,1,82.21
330550724,Provider - 330550724,,,1952402091,40509,P,,37,Pediatric medicine,,,IS0037,Outpatient Care,1,1,82.2
330279061,Provider - 330279061,,,,10016,F,,30,Diagnostic radiology,,,IS0042,Radiology,2,1,82.07
330268200,Provider - 330268200,,,,06150,F,,IS0038,Pathology,,,IS0026,Laboratory,1,1,81.9
330349415,Provider - 330349415,,,,16602,P,,49,Ambulatory surgical center,,,IS0013,Durable Medical Equipment,4,1,81.82
330392603,Provider - 330392603,,,,452631217,P,,IS0019,Gastroenterology,,,IS0023,Hospital,1,1,81.81
330046945,Provider - 330046945,,,,67211,P,,IS0040,Podiatry,,,IS0034,Orthopedics,1,1,81.81
330281052,Provider - 330281052,,,,08723,P,,49,Ambulatory surgical center,,,IS0027,Mental Health,2,1,81.75
330418711,Provider - 330418711,,,,44304,P,,11,Internal medicine,,,IS0006,Cardiology,3,1,81.75
330417308,Provider - 330417308,,,,44236,P,,IS0006,Cardiology,,,IS0006,Cardiology,2,1,81.49
330346439,"BOURQUE, LAUREN MD",,,,16602,P,,IS0011,Dermatology,,,IS0037,Outpatient Care,5,1,81.42
330269840,Provider - 330269840,,,,08755,P,,49,Ambulatory surgical center,,,IS0023,Hospital,4,1,81.35
330390163,Provider - 330390163,,,,22031,P,,IS0006,Cardiology,,,IS0006,Cardiology,1,1,81.31
330544793,"KREINER, HOLLY MD",,,,44124,F,,IS0023,Hospital,,,IS0014,Emergency Room,1,1,81.26
330332581,Provider - 330332581,,,,16601,P,,02,General surgery,,,IS0045,Surgery,1,1,81.18
330055421,Provider - 330055421,,,,06511,F,,IS0023,Hospital,,,IS0042,Radiology,1,1,81.15
1023306800,MERCY MEDICAL CENTER,,,~NULL,,~NULL,,11,Internal medicine,,,IS0000,ALL OTHERS,5,1,81
330473502,Provider - 330473502,,,,60118,P,,AC16,Dentistry,,,,,2,1,81
330557718,Provider - 330557718,,,1730132515,02241,F,,~INV,Value not defined,,,IS0023,Hospital,1,1,80.96
330415519,Provider - 330415519,,,,44307,P,,21,"Pathologic anatomy, clinical pathology(osteopaths only)",,,IS0038,Pathology,1,1,80.95
330544497,"PETERSON, RENEE MD",,,1700803681,40509,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,80.89
330458438,Provider - 330458438,,,,44266,P,,IS0019,Gastroenterology,,,IS0023,Hospital,5,1,80.67
330002864,Provider - 330002864,,,,33143,P,,IS0028,Nephrology,,,IS0023,Hospital,2,1,80.67
330272842,Provider - 330272842,,,,33016,P,,IS0038,Pathology,,,IS0026,Laboratory,6,2,80.61
330463978,Provider - 330463978,,,,672182951,P,,01,General Practice,,,IS0023,Hospital,1,1,80.44
330308342,Provider - 330308342,,,,44236,P,,11,Internal medicine,,,IS0006,Cardiology,1,1,80.26
330092991,Provider - 330092991,,,,37748,P,,08,Family practice,,,IS0037,Outpatient Care,1,1,80.18
330492523,Provider - 330492523,,,~NULL,,~NULL,,26,Psychiatry,,,IS0027,Mental Health,2,1,80.13
330335245,Provider - 330335245,,,,19610,P,,30,Diagnostic radiology,,,IS0042,Radiology,1,1,80.1
330544222,Provider - 330544222,,,,27216,P,,72,Diagnostic laboratory,,,IS0026,Laboratory,4,1,80.1
330037508,Provider - 330037508,,,,75284,F,,IS0023,Hospital,,,IS0037,Outpatient Care,1,1,80
330389982,"ROYAL, EVAN MD",,,,45140,P,,88,Unknown supplier/provider specialty,,,IS0013,Durable Medical Equipment,1,1,80
330253803,Provider - 330253803,,,,95404,P,,62,Psychologist,,,IS0027,Mental Health,2,1,80
330114468,Provider - 330114468,,,,02446,P,,40,Hand surgery,,,IS0034,Orthopedics,1,1,80
330242093,Provider - 330242093,,,,78265,P,,26,Psychiatry,,,IS0037,Outpatient Care,2,1,80
330387488,Provider - 330387488,,,,43015,P,,30,Diagnostic radiology,,,IS0042,Radiology,2,1,79.96
1043499700,"THE DALTON CLINIC OF CHIROPRACTIC, INC.",,,,43326,F,,01,General Practice,,,IS0042,Radiology,5,1,79.9
330262921,Provider - 330262921,,,,85268,P,,08,Family practice,,,IS0037,Outpatient Care,2,1,79.87
330444739,Provider - 330444739,,,,44256,P,,11,Internal medicine,,,IS0044,Skilled Nursing Facility,5,1,79.82
330161612,Provider - 330161612,,,,33443,P,,16,Obstetrics/gynecology,,,IS0042,Radiology,1,1,79.81
330234341,Provider - 330234341,,,,37921,P,,16,Obstetrics/gynecology,,,IS0023,Hospital,1,1,79.76
330488212,Provider - 330488212,,,~NULL,,~NULL,,05,Anesthesiology,,,IS0006,Cardiology,2,1,79.56
330544202,Provider - 330544202,,,,33617,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,9,3,79.53
330489840,Provider - 330489840,,,,33021,F,,IS0011,Dermatology,,,IS0011,Dermatology,1,1,79.47
330176700,Provider - 330176700,,,,33655,P,,IS0011,Dermatology,,,IS0037,Outpatient Care,2,1,79.4
330251461,Provider - 330251461,,,,67214,P,,IS0028,Nephrology,,,IS0028,Nephrology,1,1,79.08
330036287,Provider - 330036287,,,,33014,P,,IS0040,Podiatry,,,IS0042,Radiology,8,1,79
330258978,Provider - 330258978,,,,04005,F,,IS0023,Hospital,,,IS0042,Radiology,1,1,78.93
330270593,Provider - 330270593,,,,10016,P,,25,Physical medicine and rehabilitation,,,IS0042,Radiology,3,1,78.75
330259014,Provider - 330259014,,,,04938,F,,20,Orthopedic surgery,,,IS0037,Outpatient Care,1,1,78.55
330351595,Provider - 330351595,,,,16601,P,,49,Ambulatory surgical center,,,IS0013,Durable Medical Equipment,25,1,78.49
330411514,Provider - 330411514,,,,44870,P,,20,Orthopedic surgery,,,IS0034,Orthopedics,1,1,78.43
330411504,Provider - 330411504,,,,44870,P,,20,Orthopedic surgery,,,IS0034,Orthopedics,1,1,78.43
330507285,Provider - 330507285,,,~NULL,,~NULL,,83,Hematology/oncology,,,IS0038,Pathology,1,1,78.41
330252729,Provider - 330252729,,,,33143,P,,IS0040,Podiatry,,,IS0042,Radiology,6,1,78.28
330366814,Provider - 330366814,,,,33176,P,,08,Family practice,,,,,2,1,78.18
330263932,Provider - 330263932,,,,04243,F,,30,Diagnostic radiology,,,IS0042,Radiology,3,1,78.17
330295731,Provider - 330295731,,,,44115,P,,IS0028,Nephrology,,,IS0028,Nephrology,9,1,78.15
330343978,Provider - 330343978,,,,08903,P,,49,Ambulatory surgical center,,,IS0004,Anesthesia,3,1,78.02
330470353,Provider - 330470353,,,,60007,P,,AC16,Dentistry,,,,,1,1,78
330404357,Provider - 330404357,,,,44102,F,,A1,Skilled Nursing Facility (SNF),,,IS0043,Rehabilitation Therapies,10,1,77.98
330050165,Provider - 330050165,,,,28359,P,,30,Diagnostic radiology,,,IS0042,Radiology,1,1,77.79
